brandOwner,brandName,packageWeight,serving_size_in_g,protein_in_g,fat_in_g,carbohydrate_in_g,energy_in_kcal,fiber_in_g,calcium_in_mg,iron_in_mg,sugars_added_in_g,cholesterol_in_g,milk,corn_syrup,artificial_flavor,vanilla,water,cream,dark_chocolate,palm_oil,lemon,salt,almonds,soy,coconut,pecans,hazelnuts,white_chocolate,honey,total_ingredients
Cooperative Regions of Organic Producer Pools,ORGANIC VALLEY,35.0,35.0,5.71,7.14,11.4,400.0,0.0,580.0,0.0,2.9,200.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
"Higgins & Pine, Inc.",VANINI,100.0,33.0,12.1,48.5,24.2,606.0,12.1,0.0,0.0,18.2,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
"Higgins & Pine, Inc.",VANINI,100.0,33.0,6.06,36.4,48.5,576.0,6.1,0.0,0.0,42.4,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,10.0
Blue Fug Enterprises,VANLYS,800.0,37.0,2.7,37.8,56.8,568.0,2.7,108.0,4.86,51.4,0.0,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,12.0
"Stark Group International, Inc.",CAFAREL,165.0,26.0,7.69,34.6,53.8,577.0,3.8,192.0,1.15,46.2,19.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,False,21.0
Animal Flight Clothing LLC,CARMIT,100.0,30.0,3.33,36.7,60.0,583.0,3.3,0.0,2.33,43.3,0.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,8.0
Animal Flight Clothing LLC,CARMIT,35.0,35.0,2.86,37.1,60.0,571.0,2.9,0.0,3.09,45.7,0.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Premier Organics, Inc.",ARTISANA ORGANICS,50.0,50.0,12.0,48.0,36.0,600.0,14.0,80.0,21.6,14.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
"Premier Organics, Inc.",ARTISANA ORGANICS,50.0,50.0,10.0,44.0,42.0,580.0,12.0,80.0,18.0,24.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
"Premier Organics, Inc.",ARTISANA,50.0,50.0,8.0,40.0,48.0,560.0,10.0,40.0,14.4,34.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
Champlain Chocolate Company,LAKE CHAMPLAIN CHOCOLATE,73.0,30.0,10.0,30.0,56.7,433.0,0.0,200.0,2.4,16.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
Superior Nut/candy Distribut'G,VERONA VALLEY,340.0,36.0,2.78,27.8,66.7,528.0,0.0,250.0,0.0,41.7,8.0,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,30.0
Bella Strada,VERONA VALLEY,283.0,30.0,3.33,23.3,70.0,500.0,3.3,0.0,1.2,60.0,10.0,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,21.0
"Creative Natural Products, Inc.",CHOCOLOVE,200.0,30.0,3.33,20.0,60.0,400.0,3.3,33.0,5.67,50.0,0.0,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,17.0
"Equal Exchange, Inc.",EQUAL EXCHANGE,80.0,30.0,10.0,43.3,43.3,600.0,10.0,0.0,18.0,26.7,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
"The Good Bean, LLC",OLIVER KITA,80.0,40.0,10.0,40.0,47.5,515.0,7.5,0.0,1.8,36.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Steven-Robert Desserts,VESTA'S BAKEHOUSE,101.0,25.0,4.0,24.0,48.0,400.0,0.0,0.0,1.44,32.0,60.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,42.0
The Endangered Species Chocolate Co,ENDANGERED SPECIES CHOCOLATE,85.0,28.0,7.14,35.7,53.6,571.0,10.7,0.0,4.29,25.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,10.0
Mr. Beverages Old Time Cocktail Mixes,VIDERI,80.0,40.0,10.0,42.5,50.0,600.0,7.5,200.0,2.7,40.0,25.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
Mr. Beverages Old Time Cocktail Mixes,VIDERI,80.0,40.0,5.0,50.0,45.0,650.0,10.0,0.0,3.6,32.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Mr. Beverages Old Time Cocktail Mixes,VIDERI,85.0,43.0,4.65,46.5,41.9,605.0,9.3,0.0,3.35,30.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Gelateria Patisceria Vigneri,VIGNERI,141.0,28.0,7.14,35.7,60.7,571.0,0.0,286.0,1.29,57.1,18.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Gelateria Patisceria Vigneri,VIGNERI,141.0,28.0,7.14,35.7,60.7,571.0,0.0,286.0,1.29,57.1,18.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Gelateria Patisceria Vigneri,VIGNERI,85.0,28.0,7.14,35.7,60.7,571.0,0.0,286.0,1.29,57.1,18.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Gelateria Patisceria Vigneri,VIGNERI,340.02,100.0,5.0,33.0,58.0,490.0,0.0,40.0,2.7,46.0,10.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Gelateria Patisceria Vigneri,VIGNERI,170.0,28.0,7.14,39.3,92.9,714.0,0.0,214.0,1.29,85.7,18.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,9.0
Engaging Ventures,RAAKA,174.09684350978966,25.0,8.0,32.0,48.0,520.0,12.0,40.0,2.16,36.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
Engaging Ventures,RAAKA,174.09684350978966,25.0,8.0,40.0,44.0,560.0,12.0,40.0,2.16,32.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6.0
Quanta Press Incorporated,VITA ORGANIC FOODS,50.0,20.0,7.5,37.5,45.0,560.0,10.0,0.0,3.6,30.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4.0
Quanta Press Incorporated,VITA ORGANIC FOODS,50.0,20.0,7.5,32.5,50.0,535.0,10.0,0.0,3.6,32.5,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.0
Quanta Press Incorporated,VITA ORGANIC FOODS,53.0,26.5,7.55,37.7,45.3,558.0,11.3,0.0,10.2,28.3,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,5.0
"Mallard Software, Inc.",VIVI CHOCOLATE,57.0,28.0,7.14,53.6,35.7,679.0,7.1,0.0,6.43,21.4,0.0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,3.0
"Mallard Software, Inc.",VIVI,57.0,28.0,7.14,50.0,39.3,607.0,7.1,0.0,5.14,21.4,0.0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,5.0
"Mallard Software, Inc.",VIVI,57.0,28.0,7.14,50.0,32.1,607.0,7.1,0.0,5.14,21.4,0.0,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,6.0
Vivra LLC,VIVRA CHOCOLATE,85.0,43.0,4.65,34.9,60.5,581.0,9.3,47.0,6.28,44.2,12.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Vivra LLC,VIVRA CHOCOLATE,85.0,43.0,6.98,39.5,46.5,558.0,9.3,93.0,6.28,32.6,0.0,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,11.0
Vivra LLC,VIVRA,78.0,40.0,7.5,35.0,57.5,550.0,2.5,200.0,0.9,42.5,25.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,11.0
Vivra LLC,VIVRA,85.0,43.0,6.98,32.6,55.8,535.0,7.0,47.0,8.37,39.5,0.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
Orkla Confectionery and Snacks Finland Ab,PANDA,290.0,100.0,1.0,9.7,74.0,447.0,0.0,0.0,0.0,67.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
"Vosges, Ltd.",VOSGES,85.0,43.0,4.65,37.2,46.5,558.0,2.3,140.0,2.51,39.5,23.0,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,17.0
"Vosges, Ltd.",VOSGES,85.0,43.0,4.65,39.5,46.5,558.0,4.7,186.0,3.35,37.2,12.0,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,19.0
"Vosges, Ltd.",VOSGES,85.0,43.0,4.65,32.6,53.5,488.0,7.0,0.0,0.0,39.5,23.0,False,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,13.0
"Vosges, Ltd.",VOSGES,85.0,43.0,6.98,41.9,32.6,558.0,11.6,0.0,1.67,27.9,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,8.0
"Vosges, Ltd.",VOSGES,85.0,43.0,4.65,30.2,58.1,488.0,7.0,47.0,8.37,39.5,35.0,False,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,12.0
"Vosges, Ltd.",VOSGES,85.0,43.0,6.98,39.5,34.9,558.0,11.6,0.0,1.67,30.2,0.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,9.0
"Vosges, Ltd.",VOSGES,85.0,43.0,9.3,41.9,44.2,558.0,11.6,0.0,1.67,27.9,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8.0
VSC CHOCOLATS,VSC CHOCOLATS,174.09684350978966,37.0,2.7,32.4,54.0,514.0,0.0,108.0,1.95,48.6,14.0,True,True,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,29.0
"Vukoo, LLC",VUKOO,85.0,85.0,22.4,10.6,44.7,365.0,11.8,118.0,2.12,3.53,0.0,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,True,47.0
"World's Finest Chocolate, Inc.",FAMILY DOLLAR,32.0,32.0,6.25,28.1,65.6,500.0,3.1,125.0,3.38,53.1,16.0,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,16.0
"Nutresa, S.A. De C.V.",NUTRESA,160.0,40.0,5.0,25.0,62.5,500.0,5.0,40.0,2.0,42.5,0.0,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,37.0
Walgreens Co.,LOVE IN THE AIR,120.0,40.0,5.0,25.0,70.0,500.0,2.5,100.0,1.8,65.0,12.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Vosges, Ltd.",VOGES CHOCOLATE,54.0,54.0,3.7,29.6,59.3,481.0,0.0,185.0,0.67,50.0,37.0,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,21.0
WAWEL S.A.,WAWEL S.A.,174.09684350978966,40.0,7.5,37.5,45.0,525.0,12.5,50.0,3.6,30.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
WAWEL,WAWEL,174.09684350978966,40.0,7.5,37.5,45.0,525.0,12.5,50.0,3.6,30.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
"Waymouth Farms, Inc.",WAYMOUTH FARMS,255.0,30.0,6.67,23.3,70.0,467.0,3.3,67.0,2.4,46.7,0.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,34.0
Russell Stover Candies Inc.,RUSSELL STOVER,57.0,57.0,5.26,28.1,61.4,509.0,0.0,140.0,0.63,50.9,35.0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,32.0
Russell Stover Candies Inc.,RUSSELL STOVER,28.0,28.0,3.57,28.6,60.7,500.0,0.0,143.0,0.0,53.6,36.0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,31.0
"Wegmans Food Markets, Inc. ",WEGMANS,340.0,42.0,9.52,33.3,52.4,452.0,4.8,48.0,2.57,9.52,0.0,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,20.0
"Wegmans Food Markets, Inc. ",WEGMANS,198.0,42.0,7.14,38.1,52.4,524.0,7.1,0.0,4.29,38.1,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4.0
"Wegmans Food Markets, Inc. ",WEGMANS,227.0,42.0,4.76,33.3,59.5,500.0,7.1,48.0,4.29,47.6,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
"Wegmans Food Markets, Inc. ",WEGMANS,227.0,42.0,2.38,21.4,69.0,429.0,2.4,48.0,1.71,45.2,24.0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,19.0
"Wegmans Food Markets, Inc. ",WEGMANS,227.0,42.0,2.38,21.4,69.0,436.0,2.4,48.0,1.71,45.2,24.0,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,27.0
"Wegmans Food Markets, Inc. ",WEGMANS,227.0,42.0,2.38,23.8,61.9,429.0,4.8,0.0,1.71,45.2,0.0,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,14.0
"Wegmans Food Markets, Inc. ",WEGMANS,454.0,42.0,7.14,38.1,52.4,567.0,2.4,95.0,0.86,50.0,14.0,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,35.0
"Wegmans Food Markets, Inc. ",WEGMANS,255.0,35.0,5.71,34.3,54.3,486.0,5.7,57.0,5.14,40.0,0.0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,13.0
"Wegmans Food Markets, Inc. ",WEGMANS,198.0,42.0,9.52,35.7,50.0,548.0,4.8,143.0,1.71,45.2,12.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
"Wegmans Food Markets, Inc. ",WEGMANS,82.0,43.0,6.98,37.2,51.2,535.0,2.3,186.0,2.51,46.5,23.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,8.0
"Wegmans Food Markets, Inc. ",WEGMANS,284.0,42.0,7.14,19.0,69.0,476.0,2.4,143.0,1.71,45.2,12.0,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,24.0
"Wegmans Food Markets, Inc. ",WEGMANS,212.0,39.0,5.13,20.5,66.7,410.0,2.6,51.0,1.85,18.0,13.0,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,42.0
"Wegmans Food Markets, Inc. ",WEGMANS,382.0,40.0,2.5,22.5,70.0,500.0,2.5,100.0,0.9,60.0,12.0,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,28.0
"Wegmans Food Markets, Inc. ",WEGMANS,227.0,42.0,4.76,16.7,66.7,429.0,0.0,143.0,0.86,45.2,36.0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,16.0
"Wegmans Food Markets, Inc. ",WEGMANS,481.0,42.0,2.38,23.8,54.8,500.0,0.0,143.0,0.86,52.4,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,11.0
"Wegmans Food Markets, Inc. ",WEGMANS,340.0,40.0,5.0,27.5,65.0,500.0,2.5,100.0,2.7,60.0,0.0,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,24.0
"Wegmans Food Markets, Inc. ",WEGMANS,283.0,35.0,2.86,25.7,68.6,514.0,2.9,57.0,1.03,57.1,14.0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,12.0
"Wegmans Food Markets, Inc. ",WEGMANS,283.0,35.0,2.86,25.7,68.6,514.0,2.9,57.0,1.03,57.1,14.0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,14.0
"Whitman's Candies, Inc.",WEIGHT WATCHERS,149.0,25.0,4.0,36.0,56.0,480.0,4.0,0.0,5.76,0.0,0.0,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,13.0
GS1 Mexico,WEINRICH,100.0,40.0,5.0,22.5,52.5,500.0,2.5,150.0,0.9,55.0,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,20.0
GS1 Mexico,WEINRICH,100.0,40.0,5.0,22.5,52.5,500.0,2.5,150.0,0.9,55.0,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,21.0
GS1 Mexico,WEINRICH,100.0,40.0,5.0,22.5,52.5,500.0,2.5,150.0,0.9,55.0,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,23.0
BJ's Wholesale Club / Corporate Brands,WEKKSKEY FARMS,510.0,42.0,4.76,38.1,50.0,548.0,4.8,48.0,3.43,42.9,24.0,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,76.0
"Praim, LLC",WHERE'S WALDO?,174.09684350978966,50.0,6.0,32.0,58.0,540.0,2.0,200.0,1.8,56.0,20.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Now Health Group Inc.,NOW,907.0,42.0,5.71,5.95,19.0,381.0,2.4,431.0,3.1,2.4,143.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0
Now Health Group Inc.,NOW,2722.0,42.0,5.71,5.95,19.0,381.0,2.4,431.0,3.1,2.4,143.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0
Now Health Group Inc.,NOW,174.09684350978966,42.0,5.71,5.95,19.0,381.0,2.4,431.0,3.1,2.4,143.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0
Now Health Group Inc.,NOW,174.09684350978966,43.0,5.71,4.65,16.3,395.0,4.7,286.0,0.93,4.7,128.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
Now Health Group Inc.,NOW,907.0,43.0,5.71,4.65,16.3,395.0,4.7,286.0,0.93,4.7,128.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
Now Health Group Inc.,NOW,2722.0,43.0,5.71,4.65,16.3,395.0,4.7,286.0,0.93,4.7,128.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
Now Health Group Inc.,NOW,680.0,33.0,5.71,6.06,9.09,394.0,0.0,445.0,1.21,0.0,152.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Now Health Group Inc.,NOW,2268.0,33.0,5.71,6.06,9.09,394.0,0.0,445.0,1.21,0.0,152.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Now Health Group Inc.,NOW,2268.0,33.0,5.71,1.52,6.06,364.0,6.1,485.0,3.94,0.0,15.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.0
Now Health Group Inc.,NOW,174.09684350978966,33.0,5.71,1.52,6.06,364.0,6.1,485.0,3.94,0.0,15.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.0
Now Health Group Inc.,NOW,816.0,33.0,5.71,1.52,6.06,364.0,6.1,485.0,3.94,0.0,15.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.0
Now Health Group Inc.,NOW,816.0,32.0,5.71,1.56,6.25,375.0,3.1,503.0,0.94,0.0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
Now Health Group Inc.,NOW,2268.0,32.0,5.71,1.56,6.25,375.0,3.1,503.0,0.94,0.0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
Now Health Group Inc.,NOW,174.09684350978966,32.0,5.71,1.56,6.25,375.0,3.1,503.0,0.94,0.0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
Now Health Group Inc.,NOW,544.0,28.0,5.71,1.79,3.57,393.0,0.0,432.0,0.0,0.0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Now Health Group Inc.,NOW,2268.0,28.0,5.71,1.79,3.57,393.0,0.0,432.0,0.0,0.0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Now Health Group Inc.,NOW,174.09684350978966,28.0,5.71,1.79,3.57,393.0,0.0,432.0,0.0,0.0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Mars Chocolate North America LLC,3 MUSKETEERS,255.2,41.0,2.44,14.6,75.6,439.0,2.4,49.0,0.88,65.8,0.0,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,17.0
Mars Chocolate North America LLC,3 MUSKETEERS,362.4,60.400001525878906,3.31,13.2,76.2,430.0,1.7,33.0,0.6,66.2,8.0,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,16.0
Mars Chocolate North America LLC,3 MUSKETEERS,637.6,45.0,2.22,13.3,75.6,444.0,2.2,44.0,0.8,66.7,11.0,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,16.0
Mars Chocolate North America LLC,3 MUSKETEERS,283.5,41.0,2.44,12.2,78.0,415.0,2.4,49.0,0.88,65.8,12.0,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,16.0
Mars Chocolate North America LLC,3 MUSKETEERS,283.5,41.0,2.44,12.2,75.6,439.0,2.4,49.0,0.88,65.8,12.0,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,16.0
R.M. Palmer Co.,PALMER,71.0,36.0,2.78,30.6,63.9,528.0,0.0,111.0,5.56,58.3,0.0,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,21.0
Mars Chocolate North America LLC,DOVE,241.0,40.0,5.0,32.5,60.0,550.0,2.5,150.0,0.9,57.5,25.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,20.0
"Technical Knockout, Inc.",GREEN & BLACK'S,100.0,40.0,7.5,37.5,55.0,575.0,0.0,250.0,0.0,50.0,25.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
"Cafe Hon, Inc.",PHILIP MARKS,65.0,32.0,9.38,43.8,43.8,594.0,6.2,188.0,8.44,34.4,16.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Lindt & Sprungli (Schweiz) AG,LINDT,540.0,36.0,5.56,52.8,38.9,639.0,0.0,167.0,0.0,38.9,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,12.0
Bader Publishing,FINE & RAW CHOCOLATE,56.0,28.0,0.0,39.3,57.1,582.0,21.4,0.0,1.93,28.6,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5.0
A Loacker Ag Spa,LOACKER,87.0,29.0,6.9,34.5,55.2,552.0,0.9,276.0,0.0,48.3,17.0,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,20.0
Madelaine Chocolate Novelties,MADELAINE,170.0,40.0,7.5,40.0,50.0,575.0,0.0,250.0,0.0,50.0,25.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
"DRE Medical Group, Inc.",ELITE,100.0,33.0,6.06,36.4,54.6,576.0,0.0,182.0,0.0,54.5,30.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
"Cafe Hon, Inc.",PHILIP MARKS CHOCOLATES,66.0,33.0,6.06,39.4,48.5,606.0,0.0,242.0,0.0,48.5,15.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
"CACAO SAMPAKA, S.L.",CACAO SAMPAKA,174.09684350978966,25.0,4.0,40.0,52.0,584.0,0.0,200.0,0.0,52.0,24.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,12.0
"Wal-Mart Stores, Inc.",MARKETSIDE,325.0,56.0,8.93,10.7,53.6,339.0,1.8,36.0,2.57,10.7,18.0,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,24.0
Mars Chocolate North America LLC,DOVE,178.6,32.0,6.25,34.4,56.2,562.0,0.0,250.0,0.0,46.9,16.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,22.0
"Spessard Group, Inc.",MOKSHA,90.0,9.0,0.0,55.6,33.3,667.0,0.0,0.0,0.0,33.3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7.0
Chocolate Chocolate Chocolate Company,CHOCOLATE CHOCOLATE CHOCOLATE,174.09684350978966,44.0,2.27,15.9,65.9,409.0,2.3,91.0,3.27,63.6,0.0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,20.0
Chocolate Chocolate Chocolate Company,CHOCOLATE CHOCOLATE CHOCOLATE,226.0,40.0,7.5,35.0,27.5,550.0,0.0,200.0,0.9,47.5,0.0,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,13.0
Target Stores,WONDERSHOP,34.0,34.0,5.88,35.3,55.9,559.0,0.0,265.0,0.0,47.1,29.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,15.0
Mars Chocolate North America LLC,DOVE,127.0,32.0,6.25,34.4,59.4,531.0,0.0,125.0,0.0,50.0,31.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,11.0
Mars Chocolate North America LLC,DOVE,225.1,31.0,6.45,32.3,58.1,548.0,0.0,226.0,0.0,45.2,16.0,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,26.0
Ghirardelli Chocolate Company,GHIRARDELLI,142.2,32.0,6.25,34.4,53.1,531.0,0.0,188.0,0.0,40.6,16.0,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,22.0
Ghirardelli Chocolate Company,GHIRARDELLI,173.8,32.0,6.25,34.4,53.1,531.0,0.0,188.0,0.0,40.6,16.0,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,22.0
Mars Chocolate North America LLC,DOVE,225.1,32.0,6.25,31.2,59.4,562.0,0.0,250.0,0.0,43.8,16.0,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,27.0
Strawberry Hill Povitica Inc.,STRAWBERRY HILL POVITICA CO.,174.09684350978966,57.0,5.26,12.3,56.1,351.0,1.8,70.0,1.26,33.3,35.0,True,False,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,54.0
"Godiva Chocolatier, Inc.",GODIVA,80.0,40.0,7.5,32.5,55.0,500.0,0.6,200.0,0.9,40.0,25.0,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,23.0
Kraft Foods Schweiz Holding GmbH,MILKA,100.0,42.0,4.76,28.6,64.3,548.0,0.0,190.0,0.0,61.9,12.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
"Vosges, Ltd.",WILD OPHELIA,56.0,57.0,5.26,33.3,57.9,544.0,0.0,175.0,0.18,45.6,18.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,35.0
"Rainmaker Food Solutions, LLC",SUGARPOVA,116.0,21.0,4.76,42.9,52.4,571.0,0.0,143.0,0.0,47.6,24.0,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,26.0
Mars Chocolate North America LLC,DOVE,225.1,43.0,4.65,34.9,58.1,558.0,0.0,140.0,0.84,58.1,23.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,9.0
